date,low,high,last,weighted_avg,id_full,id3,buy_volume,sell_volume,total_volume
2024-11-24 00:00:00,-1.25,6.54,3.89,1.82,1.82,2.55,41.4,50.8,46.1
2024-11-24 01:00:00,-5.43,9.00,9.00,2.09,2.09,3.96,54.3,50.4,52.4
2024-11-24 02:00:00,0.10,10.57,9.89,3.88,3.88,4.81,31.5,50.5,41.0
2024-11-24 03:00:00,0.85,10.79,9.81,5.16,5.16,7.36,22.1,38.3,30.2
2024-11-24 04:00:00,0.30,12.02,12.02,4.70,4.70,6.05,30.0,25.7,27.9
2024-11-24 05:00:00,0.31,20.00,17.40,7.65,7.65,13.45,43.1,21.5,32.3
2024-11-24 06:00:00,2.32,22.17,4.33,13.88,13.88,15.92,100.2,64.9,82.6
2024-11-24 07:00:00,-0.82,22.60,3.55,12.29,12.29,11.42,214.9,87.2,151.1
2024-11-24 08:00:00,-1.00,16.91,-1.00,6.00,6.00,4.72,212.8,205.3,209.1
2024-11-24 09:00:00,4.11,18.89,8.57,9.73,9.73,7.52,234.9,268.3,251.6
2024-11-24 10:00:00,-1.03,22.00,2.10,9.08,9.08,5.31,216.5,262.7,239.6
2024-11-24 11:00:00,-0.01,15.00,6.10,7.04,7.04,4.12,129.3,292.4,210.9
2024-11-24 12:00:00,-1.36,14.73,0.23,4.13,4.13,0.84,93.4,201.2,147.3
2024-11-24 13:00:00,-4.84,9.47,-3.78,2.15,2.15,1.19,124.2,206.5,165.4
2024-11-24 14:00:00,-4.98,8.57,-4.50,1.52,1.52,-1.70,281.0,444.9,363.0
2024-11-24 15:00:00,-5.00,12.99,-1.80,-0.54,-0.54,-2.24,125.7,195.1,160.4
2024-11-24 16:00:00,-2.32,15.56,-0.67,5.46,5.46,0.03,262.7,293.9,278.3
2024-11-24 17:00:00,-1.56,21.24,-1.56,11.12,11.12,1.50,224.8,277.4,251.1
2024-11-24 18:00:00,0.50,15.99,0.68,8.83,8.83,2.30,133.0,200.9,167.0
2024-11-24 19:00:00,0.10,19.82,2.00,6.69,6.69,1.38,132.2,99.4,115.8
2024-11-24 20:00:00,-5.77,7.73,7.73,1.61,1.61,1.95,33.4,85.7,59.6
2024-11-24 21:00:00,-7.49,11.08,-1.14,0.03,0.03,-0.13,61.0,179.5,120.3
2024-11-24 22:00:00,-4.49,12.75,-2.86,0.05,0.05,-1.40,42.8,199.2,121.0
2024-11-24 23:00:00,-10.01,2.39,2.39,-2.27,-2.27,-3.02,41.1,140.5,90.8
2024-11-25 00:00:00,-1.42,0.52,0.03,-0.58,-0.58,-0.58,7.3,20.1,13.7
2024-11-25 01:00:00,-1.88,0.57,0.14,-0.51,-0.51,-0.58,37.8,20.5,29.2
2024-11-25 02:00:00,-1.62,0.50,0.50,0.17,0.17,0.18,44.5,15.8,30.2
2024-11-25 03:00:00,-2.00,0.44,0.00,-0.19,-0.19,-0.08,50.4,15.0,32.7
2024-11-25 04:00:00,-2.05,0.06,-0.97,-0.65,-0.65,-0.98,43.0,18.2,30.6
2024-11-25 05:00:00,-0.30,2.47,1.40,0.90,0.90,0.94,58.1,20.3,39.2
2024-11-25 06:00:00,2.57,45.50,45.50,15.92,15.92,23.44,160.2,122.6,141.4
2024-11-25 07:00:00,30.00,77.72,60.00,51.48,51.48,57.27,203.6,217.3,210.5
2024-11-25 08:00:00,37.10,66.15,60.00,51.21,51.21,52.81,250.5,247.2,248.9
2024-11-25 09:00:00,50.57,95.22,91.01,70.57,70.57,75.57,50.6,86.5,68.6
2024-11-25 10:00:00,34.20,50.04,35.60,43.42,43.42,44.38,130.0,247.4,188.7
2024-11-25 11:00:00,34.05,79.87,37.63,41.90,41.90,42.02,93.9,142.5,118.2
2024-11-25 12:00:00,32.00,42.32,32.50,37.37,37.37,36.09,61.1,97.0,79.1
2024-11-25 13:00:00,32.06,64.98,51.43,45.27,45.27,42.68,211.9,220.2,216.1
2024-11-25 14:00:00,36.55,75.96,48.00,45.94,45.94,47.63,182.9,150.5,166.7
2024-11-25 15:00:00,23.30,36.15,28.02,29.83,29.83,28.21,145.8,121.6,133.7
2024-11-25 16:00:00,25.11,41.37,35.31,30.93,30.93,28.73,100.1,159.0,129.6
2024-11-25 17:00:00,27.58,49.90,43.00,38.97,38.97,40.07,569.6,337.4,453.5
2024-11-25 18:00:00,26.73,43.02,37.45,34.71,34.71,35.35,116.5,98.2,107.4
2024-11-25 19:00:00,14.33,33.95,15.07,25.44,25.44,21.59,77.4,118.4,97.9
2024-11-25 20:00:00,8.17,35.36,19.60,19.10,19.10,13.74,128.6,242.0,185.3
2024-11-25 21:00:00,6.29,26.97,12.42,12.73,12.73,9.54,143.0,213.7,178.4
2024-11-25 22:00:00,2.59,16.63,8.24,9.66,9.66,9.98,159.1,174.0,166.6
2024-11-25 23:00:00,5.01,25.95,11.90,13.02,13.02,9.57,345.7,260.4,303.1
2024-11-26 00:00:00,15.42,55.02,34.90,35.51,35.51,46.47,183.9,174.1,179.0
2024-11-26 01:00:00,16.15,29.27,18.42,20.05,20.05,22.84,37.6,44.1,40.9
2024-11-26 02:00:00,17.34,45.68,45.68,27.88,27.88,34.75,122.6,131.3,127.0
2024-11-26 03:00:00,16.01,37.69,16.01,22.32,22.32,25.48,96.4,112.3,104.4
2024-11-26 04:00:00,10.52,36.49,15.00,22.10,22.10,16.90,72.4,60.3,66.4
2024-11-26 05:00:00,-0.04,25.30,6.76,13.46,13.46,7.64,45.9,66.7,56.3
2024-11-26 06:00:00,36.12,120.25,120.25,62.40,62.40,94.23,256.0,312.3,284.2
2024-11-26 07:00:00,35.55,89.67,61.27,63.59,63.59,72.44,304.2,448.9,376.6
2024-11-26 08:00:00,39.12,71.99,42.30,55.58,55.58,55.49,159.3,230.1,194.7
2024-11-26 09:00:00,32.02,73.58,32.02,48.00,48.00,41.36,75.9,108.8,92.4
